t,Node,Event_Type,inc_id,Pattern
2021-01-26 00:37:32,node1992.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node1992.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:37:32,node1992.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node1992.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:37:32,node1985.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node1985.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:37:32,node1992.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node1992.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:37:32,node1992.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node1992.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:37:33,node4160.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node4160.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:37:34,node4150.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node4150.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:37:34,node1983.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node1983.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:37:35,node4149.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node4149.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:37:36,node1984.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node1984.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:37:36,node1992.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node1992.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:37:36,node1992.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node1992.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:37:39,node4159.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node4159.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:37:39,node4597.company.com,jnxfruremovalorinsert,,node4597.company.com__jnxfruremovalorinsert
2021-01-26 00:37:42,node4354,antares,,node4354__antares
2021-01-26 00:37:42,node4161.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node4161.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:37:43,node1994.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node1994.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:37:43,node1984.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node1984.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:37:43,node1996.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node1996.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:37:45,node4151.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node4151.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:37:46,node1992.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node1992.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:37:48,node4160.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node4160.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:37:49,node4150.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node4150.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:37:49,node1983.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node1983.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:37:50,node4149.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node4149.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:37:52,node1995.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node1995.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:37:54,node4159.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node4159.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:37:54,node1985.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node1985.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:38:28,node1984.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node1984.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:38:28,node1996.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node1996.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:38:45,node5213.company.com,tengigabitethernet 217/0/22,,node5213.company.com__tengigabitethernet 217/0/22
2021-01-26 00:38:53,node1712.company.com,etype27,,node1712.company.com__etype27
2021-01-26 00:39:02,node1243,product440_product371_conn_mq,,node1243__product440_product371_conn_mq
2021-01-26 00:39:06,node3876,sun5-product170-mqueue,,node3876__sun5-product170-mqueue
2021-01-26 00:39:08,node982,product230,,node982__product230
2021-01-26 00:39:18,node979.company.com,product53 spamfw smtp,,node979.company.com__product53 spamfw smtp
2021-01-26 00:39:35,node5032,sun5-product170-mqueue,,node5032__sun5-product170-mqueue
2021-01-26 00:40:01,node710,product117_file_monitor,,node710__product117_file_monitor
2021-01-26 00:40:05,node3871,product380 kpi - product170,,node3871__product380 kpi - product170
2021-01-26 00:40:05,node3871,product380 kpi - product170,,node3871__product380 kpi - product170
2021-01-26 00:40:05,node3871,product380 kpi - product170,,node3871__product380 kpi - product170
2021-01-26 00:40:10,node1240,product440_product371_conn_npacassn,,node1240__product440_product371_conn_npacassn
2021-01-26 00:40:12,node4713,product117_file_monitor,INC000000895221,node4713__product117_file_monitor
2021-01-26 00:40:18,node1585,product230,,node1585__product230
2021-01-26 00:40:24,node5028,sun5-product170-mqueue,,node5028__sun5-product170-mqueue
2021-01-26 00:40:25,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 00:40:38,node3918,sun5-product170-mqueue,,node3918__sun5-product170-mqueue
2021-01-26 00:41:06,node1241,product440_product371_conn_npacassn,,node1241__product440_product371_conn_npacassn
2021-01-26 00:41:06,node1241,product440_product371_conn_npacassn,,node1241__product440_product371_conn_npacassn
2021-01-26 00:41:06,node1241,product440_product371_conn_npacassn,,node1241__product440_product371_conn_npacassn
2021-01-26 00:41:06,node1241,product440_product371_conn_npacassn,,node1241__product440_product371_conn_npacassn
2021-01-26 00:41:06,node1241,product440_product371_conn_npacassn,,node1241__product440_product371_conn_npacassn
2021-01-26 00:41:12,node1241,product440_product371_app_procs,,node1241__product440_product371_app_procs
2021-01-26 00:41:12,node1241,product440_product371_app_procs,,node1241__product440_product371_app_procs
2021-01-26 00:41:24,node1343,smtp_qrunner,,node1343__smtp_qrunner
2021-01-26 00:41:46,node3269,lkf bn400189-00,,node3269__lkf bn400189-00
2021-01-26 00:42:09,node1241,product440_product371_conn_npacassn,,node1241__product440_product371_conn_npacassn
2021-01-26 00:42:09,node1241,product440_product371_conn_npacassn,,node1241__product440_product371_conn_npacassn
2021-01-26 00:42:09,node1241,product440_product371_conn_npacassn,,node1241__product440_product371_conn_npacassn
2021-01-26 00:42:09,node1241,product440_product371_conn_npacassn,,node1241__product440_product371_conn_npacassn
2021-01-26 00:42:09,node1241,product440_product371_conn_npacassn,,node1241__product440_product371_conn_npacassn
2021-01-26 00:43:12,node949,ch3p-product170-mqueue,,node949__ch3p-product170-mqueue
2021-01-26 00:43:14,node1243,product440_product371_app_procs,,node1243__product440_product371_app_procs
2021-01-26 00:43:29,node3846.company.com,ai321019-00,,node3846.company.com__ai321019-00
2021-01-26 00:43:52,node1995.company.com,acme packet syproduct371mt status product70nge,,node1995.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:43:54,node1985.company.com,acme packet syproduct371mt status product70nge,,node1985.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:43:54,node4159.company.com,acme packet syproduct371mt status product70nge,INC000000895184,node4159.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:43:57,node4161.company.com,acme packet syproduct371mt status product70nge,,node4161.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:43:58,node1996.company.com,acme packet syproduct371mt status product70nge,,node1996.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:43:58,node1994.company.com,acme packet syproduct371mt status product70nge,,node1994.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:43:59,node1984.company.com,acme packet syproduct371mt status product70nge,,node1984.company.com__acme packet syproduct371mt status product70nge
2021-01-26 00:44:02,node1394,etype28 gateway down: critical ,,node1394__etype28 gateway down: critical 
2021-01-26 00:44:25,node3933.company.com,product268 port status,,node3933.company.com__product268 port status
2021-01-26 00:44:26,node5224.company.com,tengigabitethernet 218/0/22,,node5224.company.com__tengigabitethernet 218/0/22
2021-01-26 00:44:26,node5224.company.com,tengigabitethernet 218/0/21,,node5224.company.com__tengigabitethernet 218/0/21
2021-01-26 00:44:26,node5224.company.com,tengigabitethernet 218/0/38,,node5224.company.com__tengigabitethernet 218/0/38
2021-01-26 00:44:27,node5224.company.com,tengigabitethernet 218/0/37,,node5224.company.com__tengigabitethernet 218/0/37
2021-01-26 00:44:28,node1333,product99_product183 disk,,node1333__product99_product183 disk
2021-01-26 00:44:46,node3851.company.com,bn920000-00,,node3851.company.com__bn920000-00
2021-01-26 00:44:58,node4024.company.com,procproduct132status,,node4024.company.com__procproduct132status
2021-01-26 00:45:01,node1440.company.com,product92-reports stuck product51,INC000000895393,node1440.company.com__product92-reports stuck product51
2021-01-26 00:45:03,node5176.company.com,tengigabitethernet 203/0/36,,node5176.company.com__tengigabitethernet 203/0/36
2021-01-26 00:45:08,node1243,product440_product371_conn_npacassn,,node1243__product440_product371_conn_npacassn
2021-01-26 00:45:08,node1243,product440_product371_conn_npacassn,,node1243__product440_product371_conn_npacassn
2021-01-26 00:45:08,node1243,product440_product371_conn_npacassn,,node1243__product440_product371_conn_npacassn
2021-01-26 00:45:08,node1243,product440_product371_conn_npacassn,,node1243__product440_product371_conn_npacassn
2021-01-26 00:45:08,node1243,product440_product371_conn_npacassn,,node1243__product440_product371_conn_npacassn
2021-01-26 00:45:08,node1243,product440_product371_conn_npacassn,,node1243__product440_product371_conn_npacassn
2021-01-26 00:45:08,node1243,product440_product371_conn_npacassn,,node1243__product440_product371_conn_npacassn
2021-01-26 00:45:09,node1243,product440_product371_conn_npacassn,,node1243__product440_product371_conn_npacassn
2021-01-26 00:45:09,node1243,product440_product371_conn_npacassn,,node1243__product440_product371_conn_npacassn
2021-01-26 00:45:15,node1243,product440_product371_app_procs,,node1243__product440_product371_app_procs
2021-01-26 00:45:15,node1243,product440_product371_app_procs,,node1243__product440_product371_app_procs
2021-01-26 00:45:15,node1243,product440_product371_app_procs,,node1243__product440_product371_app_procs
2021-01-26 00:45:15,node1243,product440_product371_app_procs,,node1243__product440_product371_app_procs
2021-01-26 00:45:33,node3627.company.com,dsc-app product130.mnc002.mcc413.3gppproduct269.org[[appid ,,node3627.company.com__dsc-app product130.mnc002.mcc413.3gppproduct269.org[[appid 
2021-01-26 00:45:33,node3628.company.com,dsc-app product130.mnc002.mcc413.3gppproduct269.org[[appid ,,node3628.company.com__dsc-app product130.mnc002.mcc413.3gppproduct269.org[[appid 
2021-01-26 00:45:33,node3629.company.com,dsc-app product130.mnc002.mcc413.3gppproduct269.org[[appid ,,node3629.company.com__dsc-app product130.mnc002.mcc413.3gppproduct269.org[[appid 
2021-01-26 00:45:33,node4510,[report_product51] failed reports on node4510,,node4510__[report_product51] failed reports on node4510
2021-01-26 00:45:38,node5039,sun5-product170-mqueue,,node5039__sun5-product170-mqueue
2021-01-26 00:45:53,node1411.company.com,product182 egressrequesttoproduct127serverfail,,node1411.company.com__product182 egressrequesttoproduct127serverfail
2021-01-26 00:45:56,node1412.company.com,product182 egressrequesttoproduct127serverfail,,node1412.company.com__product182 egressrequesttoproduct127serverfail
2021-01-26 00:45:58,node778.company.com,product182 egressrequesttoproduct127serverfail,,node778.company.com__product182 egressrequesttoproduct127serverfail
2021-01-26 00:46:07,node1711,status,,node1711__status
2021-01-26 00:46:08,node1243,product440_product371_conn_npacassn,,node1243__product440_product371_conn_npacassn
2021-01-26 00:46:08,node1243,product440_product371_conn_npacassn,,node1243__product440_product371_conn_npacassn
2021-01-26 00:46:08,node1243,product440_product371_conn_npacassn,,node1243__product440_product371_conn_npacassn
2021-01-26 00:46:08,node1243,product440_product371_conn_npacassn,,node1243__product440_product371_conn_npacassn
2021-01-26 00:46:08,node1243,product440_product371_conn_npacassn,,node1243__product440_product371_conn_npacassn
2021-01-26 00:46:08,node1243,product440_product371_conn_npacassn,,node1243__product440_product371_conn_npacassn
